467.435	0.526885	453.015	285.683
457.721	286.853	473.672	0.516197
486.396	0.507959	484.43	29.548
552.206	0.412684	540.56	119.369
559.175	202.957	582.687	0.429034
611.06	118.194	629.666	0.473482
633.842	0.356378	616.641	114.528
653.367	0.472589	622.693	203.438
631.611	205.585	663.051	0.0400169
681.564	5.99359	651.88	182.297
366.166	6.87097	366.446	44.3782
319.239	10.869	338.15	8.31004
583.837	100.716	595.578	9.20856
459.351	43.2217	461.929	10.5307
523.724	71.8136	529.516	10.4025
591.446	10.5717	580.248	100.733
598.506	14.4255	594.026	48.2444
604.86	61.7663	611.452	15.3872
209.715	23.0991	210.953	39.35
484.432	26.752	482.982	55.5548
214.878	33.0809	217.19	59.4569
688.617	58.5008	692.39	41.0057
428.131	41.8102	456.982	44.4654
455.571	120.69	459.684	45.5735
366.315	46.8746	366.247	135.625
624.932	115.907	635.756	46.5055
610.564	48.1185	608.291	69.3928
217.728	63.1586	220.482	95.6371
482.172	66.8154	471.138	243.235
509.563	223.357	522.322	75.4479
725.625	89.38	709.373	89.4109
605.044	90.5431	601.491	115.747
216.902	94.3732	218.511	118.099
586.657	100.251	582.84	115.234
221.277	101.816	224.773	140.589
533.75	101.917	532.498	120.667
578.315	118.149	568.363	198.31
579.781	144.471	581.239	119.338
590.672	124.588	610.533	120.209
712.299	210.706	729.459	120.88
453.294	148.031	455.58	121.762
539.807	126.794	530.908	217.026
528.362	144.38	528.69	128.111
220.272	133.159	225.28	185.658
573.252	200.349	579.674	145.223
404.183	155.851	445.618	148.086
326.824	174.092	453.226	151.183
375.711	161.135	403.27	156.487
238.067	185.304	351.964	164.87
351.968	167.397	283.174	179.651
223.612	188.224	221.488	171.925
284.153	181.946	325.583	174.153
651.905	182.83	714.521	189.185
266.806	182.726	236.833	187.88
391.876	185.719	354.353	186.137
235.561	190.214	268.245	185.147
409.48	188.755	389.215	185.321
239.074	194.309	259.438	189.649
398.078	200.424	413.686	196.775
91.9186	212.116	184.329	195.372
308.734	202.457	325.988	196.716
333.225	198.602	361.822	202.286
183.061	197.768	88.1926	214.752
168.331	203.044	193.22	198.662
361.84	202.225	398.083	200.811
180.821	208.749	198.18	203.3
188.084	204.203	171.867	208.091
235.224	213.154	287.956	204.587
557.011	204.703	534.261	214.098
723.162	216.595	634.328	204.73
289.048	205.872	301.56	222.418
531.322	219.32	561.247	206.643
675.559	207.547	693.136	209.266
63.0748	211.573	78.0763	209.082
169.429	209.795	154.356	211.726
156.88	218.154	200.803	210.383
326.11	211.092	340.37	217.447
51.7698	223.808	124.323	210.346
234.266	210.301	206.909	219.476
415.706	212.152	399.384	216.906
135.378	217.1	151.877	213.131
209.449	222.097	234.556	213.663
320.834	217.35	361.757	227.428
376.374	227.002	422.123	218.16
0.520666	228.804	83.0066	213.727
124.289	213.749	91.8874	218.215
85.5905	215.433	46.9644	222.372
159.339	215.403	115.529	222.535
187.991	215.103	150.695	224.649
399.373	217.965	340.63	218.573
90.7002	218.375	70.637	224.415
74.3259	225.384	109.396	218.23
130.559	222.521	155.401	219.815
191.907	219.56	175.712	222.375
0.451213	223.617	15.5187	220.161
111.894	220.744	90.5814	224.098
44.334	222.898	26.9479	226.03
35.5469	226.485	50.6903	223.451
109.459	226.177	129.381	223.162
150.628	225.45	128.134	225.08
415.38	224.888	404.198	246.81
506.871	225.615	486.613	233.719
0.562763	232.759	32.7703	227.287
44.3724	228.395	64.3827	228.59
124.347	227.322	139.367	228.247
18.0571	227.741	0.659563	230.82
472.513	244.177	511.211	227.806
329.752	254.334	327.026	229.496
54.4391	230.935	33.0693	235.356
80.6609	237.091	114.514	231.462
403.702	229.546	387.172	239.852
0.598427	236.682	18.1108	234.272
124.271	232.532	99.3804	236.906
16.9671	243.546	53.3886	235.58
99.2966	237.262	78.1077	239.184
199.536	258.142	199.228	238.127
78.0071	240.215	58.2071	245.91
518.44	251.241	540.84	239.796
41.8469	240.529	20.9324	246.672
394.596	242.336	380.489	249.09
403.33	247.134	387.885	259.397
111.809	253.956	141.855	249.249
412.935	270.616	413.856	251.85
211.384	294.408	208.6	253.177
155.999	260.663	173.143	255.686
387.796	259.665	369.865	265.807
170.712	264.683	188.224	259.725
199.631	261.854	202.973	303.137
205.085	303.167	201.854	261.877
76.883	263.709	58.1194	263.965
369.369	267.005	339.318	265.523
205.512	265.553	207.499	296.756
333.772	265.694	334.7	290.752
96.7386	273.954	118.171	267.018
130.67	272.008	111.94	278.319
274.769	282.226	293.318	277.659
70.6911	279.26	90.6961	278.094
24.4854	288.319	41.9951	278.336
90.6402	284.455	108.218	281.113
249.632	290.142	274.37	281.86
42.7921	282.392	26.9682	289.58
29.4174	291.968	50.7796	282.214
292.862	291.341	306.903	284.432
280.764	287.321	244.172	298.723
141.849	288.036	122.087	293.847
227.059	301.025	251.495	289.799
412.132	308.612	448.68	289.309
48.209	291.163	24.2618	294.9
26.8776	296.892	44.3562	294.25
42.8722	301.311	59.2037	293.993
286.879	294.386	263.823	302.587
308.115	296.176	288.099	295.813
48.2238	296.321	26.8719	299.353
121.76	302.721	143.391	296.561
343.224	303.859	318.419	299.095
110.761	298.526	94.6609	303.97
172.691	308.627	191.603	297.657
18.5526	306.697	33.2137	300.847
265.099	302.466	235.516	314.098
72.021	309.736	88.1578	303.206
96.9378	309.673	113.253	306.234
187.342	307.555	173.329	317.172
371.742	308.923	356.946	306.449
145.667	314.485	160.817	308.622
353.189	307.808	368.083	310.831
115.7	310.883	85.6903	319.6
407.991	368.187	411.21	310.588
141.85	313.058	125.497	319.023
148.047	320.282	170.524	315.179
181.661	325.229	201.845	314.32
268.527	317.955	252.62	323.875
118.147	331.93	147.22	320.232
166.396	317.977	99.4653	340.889
255.818	329.862	275.253	322.183
353.427	348.864	382.985	325.798
371.46	327.587	353.058	341.788
101.999	332.305	116.846	328.026
210.003	332.41	220.443	344.532
139.362	341.811	165.767	336.306
151.948	348.284	178.348	336.108
221.317	338.376	249.97	349.023
165.885	338.962	135.336	348.443
377.828	340.535	380.43	368.143
274.931	361.601	221.755	342.204
221.756	344.699	270.793	362.668
273.227	366.601	219.101	346.357
318.505	365.372	353.072	349.261
373.654	346.832	375.594	370.729
92.5139	348.182	72.131	358.625
249.036	349.081	275.897	358.608
369.644	375.594	366.469	348.172
85.5089	357.816	107.009	349.731
204.688	349.375	204.688	379.375
337.03	349.983	317.928	354.852
65.8805	351.939	52.2667	363.351
317.906	355.788	299.643	359.459
124.445	364.515	144.929	354.238
117.82	354.868	103.185	360.773
133.43	356.291	108.038	367.936
282.395	359.155	312.874	368.91
41.7406	357.74	16.7299	366.459
167.083	360.061	142.901	367.386
207.99	361.879	208.464	378.115
160.272	366.86	175.482	362.614
309.032	371.729	284.108	363.983
180.476	363.878	156.967	370.932
200.068	409.378	199.833	368.122
12.808	377.154	35.7229	369.675
394.442	380.968	408.261	369.539
40.9535	385.108	73.146	370.672
155.838	371.137	141.897	376.927
309.736	379.646	285.586	370.731
296.733	371.63	311.786	373.758
15.8621	384.852	40.3976	372.667
45.1382	372.532	31.2754	383.917
292.761	424.435	284.323	372.929
352.067	393.407	380.436	374.098
381.821	374.411	382.473	398.143
179.156	374.989	163.088	380.517
343.025	375.855	358.986	382.772
120.52	378.934	100.467	383.712
126.846	385.558	141.783	379.159
88.979	391.915	120.902	381.472
145.78	381.017	125.491	389.036
341.714	394.737	310.536	380.824
246.914	395.697	272.915	381.49
372.342	381.883	372.51	399.381
80.3992	385.001	61.8197	391.722
283.137	384.373	286.351	401.971
125.572	391.727	143.071	385.474
293.226	386.657	328.251	402.852
318.156	386.808	338.411	396.263
144.069	387.455	126.754	395.359
311.968	387.932	334.139	398.616
162.115	401.303	190.807	391.138
40.7415	392.187	19.6363	400.074
330.739	401.636	309.551	391.506
66.6326	406.39	90.1364	394.647
189.683	395.128	163.891	405.693
275.447	394.403	285.352	458.167
96.8818	396.89	63.0787	411.77
294.9	430.771	343.874	398.611
346.7	399.815	369.555	408.924
383.503	399.3	387.025	417.093
208.97	405.567	206.449	423.064
335.394	406.12	360.222	417.737
160.938	407.78	145.609	413.079
287.047	406.85	289.455	423.113
359.49	420.381	334.192	408.516
168.263	435.89	200.006	419.43
316.932	421.785	332.988	432.088
49.1224	421.463	35.7848	429.636
241.029	448.034	209.111	424.737
213.232	431.718	281.758	478.297
302.22	479.315	294.211	433.154
291.3	434.48	299.309	478.137
380.394	435.032	364.173	441.356
148.32	447.251	168.174	436.97
145.798	439.716	127.363	449.085
273.161	480.573	215.386	439.713
219.058	439.825	275.469	479.596
293.727	464.272	290.074	443.005
132.383	454.155	147.436	446.728
286.71	478.37	241.881	448.115
278.357	479.043	235.741	449.209
55.4982	471.694	73.1043	459.345
105.429	468.944	122.763	461.078
106.692	461.497	90.0913	469.521
87.7399	478.692	104.881	469.022
60.1669	493.292	85.4947	479.142
6.32532	522.105	43.2938	502.188
