1341841278.8427	-2.5508	0.9872	1.1019	-0.4871	0.7673	-0.3519	0.2239	
1341841279.5107	-2.4691	1.0757	1.0996	-0.4454	0.7908	-0.3627	0.2114	
1341841280.1825	-2.3319	1.1799	1.1107	-0.4077	0.8121	-0.3749	0.1837	
1341841280.8507	-2.1921	1.3039	1.1120	-0.3546	0.8399	-0.3802	0.1557	
1341841281.5546	-2.0579	1.4050	1.0916	-0.2848	0.8704	-0.3827	0.1221	
1341841282.2265	-1.8585	1.4244	1.0901	-0.2096	0.8898	-0.3963	0.0858	
1341841282.8987	-1.6681	1.4397	1.0889	-0.1669	0.8981	-0.4036	0.0515	
1341841283.5665	-1.4768	1.4940	1.0823	-0.0381	0.9119	-0.4080	-0.0243	
1341841284.2388	-1.3308	1.5641	1.0771	-0.0058	-0.9108	0.4085	0.0598	
1341841284.9067	-1.1279	1.5557	1.0799	-0.0682	-0.9130	0.3959	0.0705	
1341841285.6124	-0.9343	1.4993	1.0839	-0.1445	-0.8970	0.4038	0.1070	
1341841286.2827	-0.7291	1.4183	1.0731	-0.1904	-0.8912	0.3889	0.1349	
1341841286.9506	-0.6052	1.3015	1.0644	-0.2859	-0.8628	0.3750	0.1821	
1341841287.6227	-0.5046	1.1646	1.0717	-0.3173	-0.8491	0.3709	0.2018	
1341841288.2946	-0.3710	1.0006	1.0469	-0.3852	-0.8263	0.3359	0.2366	
1341841288.9627	-0.2798	0.8379	1.0410	-0.4218	-0.8010	0.3441	0.2491	
1341841289.6346	-0.2440	0.6645	1.0370	-0.4767	-0.7642	0.3390	0.2717	
1341841290.303	-0.2237	0.5276	1.0291	-0.5267	-0.7302	0.3317	0.2818	
1341841290.9745	-0.1652	0.3855	0.9920	-0.5928	-0.6755	0.2919	0.3272	
1341841291.6426	-0.1583	0.2306	0.9804	-0.5968	-0.6637	0.3040	0.3330	
1341841292.3147	-0.2461	0.1380	0.9661	-0.6592	-0.5475	0.3345	0.3922	
1341841292.9866	-0.2727	0.0571	0.9256	-0.6528	-0.5484	0.3040	0.4250	
1341841293.6548	-0.2643	-0.0883	0.8924	-0.6995	-0.4827	0.2912	0.4392	
1341841294.3266	-0.2652	-0.1506	0.9245	-0.7059	-0.5037	0.2472	0.4323	
1341841294.9952	-0.3045	-0.2513	1.0231	-0.7576	-0.4739	0.1949	0.4043	
1341841295.6666	-0.3214	-0.3483	1.0935	-0.7881	-0.4131	0.2050	0.4077	
1341841296.3348	-0.3550	-0.5434	1.1132	-0.8137	-0.3519	0.2025	0.4159	
1341841297.0065	-0.4216	-0.6320	1.0842	-0.8338	-0.3215	0.1805	0.4109	
1341841297.6786	-0.5709	-0.7039	1.0905	-0.8530	-0.2736	0.1487	0.4189	
1341841298.3466	-0.6784	-0.7764	1.0892	-0.8701	-0.2298	0.1137	0.4210	
1341841299.0185	-0.8697	-0.8985	1.0975	-0.8758	-0.1786	0.1105	0.4346	
1341841299.6866	-1.0402	-0.9193	1.0879	-0.8837	-0.1347	0.0856	0.4400	
1341841300.3656	-1.2054	-0.9138	1.0942	-0.8959	-0.0775	0.0593	0.4334	
1341841301.0336	-1.3841	-0.9139	1.1004	-0.9012	-0.0340	0.0297	0.4310	
1341841301.7057	-1.5678	-0.8897	1.0900	-0.9056	0.0124	0.0063	0.4239	
1341841302.3776	-1.7028	-0.7873	1.0970	-0.8994	0.0622	-0.0177	0.4323	
1341841303.0456	-1.8151	-0.7055	1.0994	-0.8989	0.1032	-0.0413	0.4238	
1341841303.7106	-1.9800	-0.6541	1.1132	-0.8913	0.1600	-0.0670	0.4189	
1341841304.3787	-2.1474	-0.6164	1.1051	-0.8818	0.2145	-0.0843	0.4114	
1341841305.0506	-2.2441	-0.5275	1.1066	-0.8624	0.2864	-0.0937	0.4067	
1341841305.7227	-2.3441	-0.4434	1.1156	-0.8676	0.2986	-0.1047	0.3837	
1341841306.3907	-2.3844	-0.3738	1.1478	-0.8363	0.3529	-0.1540	0.3903	
1341841307.0627	-2.3806	-0.3684	1.1422	-0.8237	0.4174	-0.1444	0.3556	
1341841307.7306	-2.4697	-0.2827	1.1886	-0.8146	0.3928	-0.1827	0.3856	
1341841308.4099	-2.5874	-0.1709	1.1961	-0.8269	0.3908	-0.1601	0.3712	
1341841309.1095	-2.6213	-0.0986	1.2251	-0.8072	0.4179	-0.1686	0.3812	
1341841309.7816	-2.6543	-0.0312	1.2287	-0.7813	0.4828	-0.1931	0.3452	
1341841310.4468	-2.7015	0.0672	1.2179	-0.7367	0.5665	-0.2032	0.3084	
1341841311.1507	-2.7779	0.1718	1.2415	-0.7324	0.5586	-0.2273	0.3160	
1341841311.8186	-2.7911	0.2175	1.2397	-0.7031	0.5976	-0.2545	0.2893	
1341841312.4905	-2.8112	0.3029	1.2555	-0.6862	0.6212	-0.2554	0.2794	
1341841313.1696	-2.8302	0.4497	1.2677	-0.6376	0.6605	-0.2868	0.2738	
1341841313.8695	-2.8575	0.5893	1.2733	-0.6207	0.6707	-0.3104	0.2617	
1341841314.5706	-2.8391	0.6635	1.2827	-0.5653	0.7276	-0.3093	0.2352	
1341841315.2456	-2.8206	0.7592	1.2867	-0.5539	0.7424	-0.3032	0.2237	
1341841315.9108	-2.7594	0.9179	1.3087	-0.5035	0.7696	-0.3156	0.2336	
1341841316.5786	-2.7223	1.0345	1.3228	-0.4835	0.7802	-0.3255	0.2271	
1341841317.2506	-2.7302	1.0510	1.3149	-0.4803	0.7867	-0.3320	0.2003	
